0,File name,Date,District,Street name,Type,Flow rate (L/min),Secondary purpose?,Year fountain was constructed (if stated),Entry made by:
566,KN_69.jpg,10/28/2023,Kentron,Ervand Kochar Street,no valve,3.6,No secondary purpose,Unknown,Adam Simonyan 
567,KN_7.JPG,10/2/2023,Kentron,Martiros Saryan Street,no valve,4.2,No secondary purpose,Unknown,Lilit Ivanyan
568,KN_70.jpg,10/28/2023,Kentron,Ervand Kochar Street,no valve,4.4,No secondary purpose,Unknown,Adam Simonyan 
569,KN_71.jpg,10/28/2023,Kentron,Ervand Kochar Street,no valve,3.1,No secondary purpose,2020,Adam Simonyan 
570,KN_72.jpg,10/28/2023,Kentron,Ervand Kochar Street,no valve,4.2,No secondary purpose,1992,Adam Simonyan 
571,KN_73.jpg,10/28/2023,Kentron,Mashtots Avenue,no valve,4.8,No secondary purpose,Unknown,Adam Simonyan 
572,KN_74.jpg,10/28/2023,Kentron,Northern Avenue,no valve,"7 heads,  all together 22.4",No secondary purpose,Unknown,Adam Simonyan 
573,KN_75.jpg,10/28/2023,Kentron,Tumanyan Street,no valve,5.3,No secondary purpose,Unknown,Adam Simonyan 
574,KN_76.jpg,10/28/2023,Kentron,Frik Street,no valve,4.9,No secondary purpose,Unknown,Adam Simonyan 
575,KN_77.jpg,10/28/2023,Kentron,Paronyan Street,no valve,4.1,No secondary purpose,Unknown,Adam Simonyan 
576,KN_78.jpg,10/28/2023,Kentron,Tsitsernakaberd,no valve,2.4,No secondary purpose,Unknown,Adam Simonyan 
577,KN_79.JPG,10/29/2023,Kentron,Rafayel Lemkin street,no valve,3.44,No secondary purpose,Unknown,Lilit Ivanyan
578,KN_8.JPG,10/2/2023,Kentron,Karen Demirchyan Street,no valve,3.125,No secondary purpose,Unknown,Lilit Ivanyan
579,KN_80.JPG,10/29/2023,Kentron,Alexander Spendiaryan Street,no valve,4.6,No secondary purpose,Unknown,Lilit Ivanyan
580,KN_81.JPG,10/29/2023,Kentron,Moskovyan Street,no valve,4.34,No secondary purpose,Unknown,Lilit Ivanyan
581,KN_82.JPG,10/29/2023,Kentron,Tumanyan Street,no valve,Not working,No secondary purpose,Unknown,Lilit Ivanyan
582,KN_84.JPG,10/29/2023,Kentron,Saint Anania church,with a broken valve,3.4,No secondary purpose,Unknown,Lilit Ivanyan
583,KN_85.JPG,10/29/2023,Kentron,Saint Anania church,with valve,,No secondary purpose,Unknown,Lilit Ivanyan
584,KN_87.JPG,10/29/2023,Kentron,Pushkin Street,no valve,Not working,No secondary purpose,Unknown,Lilit Ivanyan
585,KN_88.JPG,10/29/2023,Kentron,Mesrop Mashtots Avenue,no valve,Not working,No secondary purpose,Unknown,Lilit Ivanyan
586,KN_89.JPG,10/29/2023,Kentron,Mesrop Mashtots Avenue,no valve,3.05,No secondary purpose,Unknown,Lilit Ivanyan
587,KN_9.JPG,10/2/2023,Kentron,Karen Demirchyan Street,no valve,3.125,No secondary purpose,Unknown,Lilit Ivanyan
588,KN_90.JPG,10/29/2023,Kentron,Tumanyan Street,with valve,,No secondary purpose,Unknown,Lilit Ivanyan
589,KN_91.JPG,10/29/2023,Kentron,Yeznik Koghbatsi Street,no valve,4.5,No secondary purpose,Unknown,Lilit Ivanyan
590,KN_92.JPG,10/29/2023,Kentron,Hin Yerevantsu Street,no valve,6.2,No secondary purpose,Unknown,Lilit Ivanyan
591,KN_93.JPG,10/29/2023,Kentron,Abovyan Street,no valve,4.5,No secondary purpose,Unknown,Lilit Ivanyan
592,KN_94.JPG,10/29/2023,Kentron,Republic Square,no valve,"7 heads,  1.6 each",No secondary purpose,Unknown,Lilit Ivanyan
593,KN_95.JPG,10/29/2023,Kentron,Tumanyan Street,no valve,3.24,No secondary purpose,Unknown,Lilit Ivanyan
594,KN_96.JPG,10/29/2023,Kentron,Sayat-Nova Avenue,no valve,3.6,No secondary purpose,Unknown,Lilit Ivanyan
595,KN_97.JPG,10/29/2023,Kentron,Abovyan Street,no valve,4.2,No secondary purpose,Unknown,Lilit Ivanyan
596,KN_98.JPG,10/29/2023,Kentron,Moskovyan Street,no valve,Not working ,No secondary purpose,Unknown,Hrach Khachatryan
597,KN_99.JPG,10/29/23,Kentron,Moskovyan str.,no valve,1.07,no secondary purpose,Unknown,Hrach Khachatryan
598,KZ_1.jpg,9/29/2023,Kanaker-Zeytun,Davit Anhaght,no valve,3.5,No secondary purpose,Unknown,Meri Grigoryan
599,KZ_10.jpg,10/06/2023,Kanaker-Zeytun,Raynis Street,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
600,KZ_100.jpg,10/29/23,Kanaker-Zeytun,Avetis Aharonyan Str.,no valve,3.2,no secondary purpose,Unknown,Marjana Mirzoyan
601,KZ_101.jpg,10/29/23,Kanaker-Zeytun,Avetis Aharonyan Str.,no valve,2.3,no secondary purpose,Unknown,Marjana Mirzoyan
602,KZ_102.jpg,10/29/23,Kanaker-Zeytun,Avetis Aharonyan Str.,no valve,2.14,no secondary purpose,Unknown,Marjana Mirzoyan
603,KZ_103.jpg,10/29/23,Kanaker-Zeytun,Avetis Aharonyan Str.,no valve,3.6,no secondary purpose,Unknown,Marjana Mirzoyan
604,KZ_104.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,no valve,5,no secondary purpose,Unknown,Marjana Mirzoyan
605,KZ_105.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,no valve,4.12,no secondary purpose,Unknown,Marjana Mirzoyan
606,KZ_106.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,no valve,3.8,no secondary purpose,Unknown,Marjana Mirzoyan
607,KZ_107.jpg,10/29/23,Kanaker-Zeytun,Paruyr Sevak Str.,no valve,3.02,no secondary purpose,Unknown,Marjana Mirzoyan
608,KZ_108.jpg,10/29/23,Kanaker-Zeytun,Minas Avetisyan Str.,no valve,5,no secondary purpose,Unknown,Marjana Mirzoyan
609,KZ_109.jpg,10/29/23,Kanaker-Zeytun,Minas Avetisyan Str.,no valve,3.24,no secondary purpose,Unknown,Marjana Mirzoyan
610,KZ_110.jpg,10/29/23,Kanaker-Zeytun,Minas Avetisyan Str.,no valve,4.08,no secondary purpose,Unknown,Marjana Mirzoyan
611,KZ_111.jpg,10/29/23,Kanaker-Zeytun,Dro Str.,no valve,2.37,no secondary purpose,Unknown,Marjana Mirzoyan
612,KZ_112.jpg,10/29/23,Kanaker-Zeytun,Dro Str.,with valve,3.8,no secondary purpose,Unknown,Marjana Mirzoyan
613,KZ_113.jpg,10/29/23,Kanaker-Zeytun,Dro Str.,no valve,4.31,no secondary purpose,Unknown,Marjana Mirzoyan
614,KZ_114.jpg,10/29/23,Kanaker-Zeytun,Paruyr Sevak Str.,with valve,5.51,no secondary purpose,Unknown,Marjana Mirzoyan
615,KZ_115.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,with valve,3.76,no secondary purpose,Unknown,Marjana Mirzoyan
616,KZ_116.jpg,10/29/23,Kanaker-Zeytun,Ani Tigranyan Str.,no valve,4.013,no secondary purpose,Unknown,Marjana Mirzoyan
617,KZ_117.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,no valve,Not working,no secondary purpose,Unknown,Marjana Mirzoyan
618,KZ_118.jpg,10/29/23,Kanaker-Zeytun,Aram Cholakyan Str.,no valve,3.4,no secondary purpose,Unknown,Marjana Mirzoyan
619,KZ_119.jpg,10/29/23,Kanaker-Zeytun,Aram Cholakyan Str.,no valve,2.23,no secondary purpose,Unknown,Marjana Mirzoyan
620,KZ_12.jpg,10/06/2023,Kanaker-Zeytun,Raynis Street,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
621,KZ_120.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi Str.,no valve,2.55,no secondary purpose,Unknown,Marjana Mirzoyan
622,KZ_121.jpg,10/29/23,Kanaker-Zeytun,Azatutyan Avenue Lane,no valve,5.3,no secondary purpose,Unknown,Marjana Mirzoyan
623,KZ_122.jpg,10/29/23,Kanaker-Zeytun,Azatutyan Avenue Lane,no valve,4.394,no secondary purpose,Unknown,Marjana Mirzoyan
624,KZ_123.jpg,10/29/23,Kanaker-Zeytun,Nazaret Surenyan Str.,no valve,"3 heads, 2 working, one 4, one 2.8",no secondary purpose,Unknown,Marjana Mirzoyan
625,KZ_124.jpg,10/29/23,Kanaker-Zeytun,Davit Anhaght Str.,no valve,5.6,no secondary purpose,Unknown,Marjana Mirzoyan
626,KZ_125.jpg,10/29/23,Kanaker-Zeytun,Azatutyan Avenue ,no valve,3.426,no secondary purpose,Unknown,Marjana Mirzoyan
627,KZ_126.jpg,10/29/23,Kanaker-Zeytun,Zakaria Sarkavag Str.,no valve,2.05,no secondary purpose,Unknown,Marjana Mirzoyan
628,KZ_127.jpg,10/29/23,Kanaker-Zeytun,Zakaria Sarkavag Str.,no valve,2.84,no secondary purpose,Unknown,Marjana Mirzoyan
629,KZ_128.jpg,10/29/23,Kanaker-Zeytun,Zakaria Sarkavag Str.,no valve,3.263,no secondary purpose,Unknown,Marjana Mirzoyan
630,KZ_129.jpg,10/29/23,Kanaker-Zeytun,Zakaria Sarkavag Str.,no valve,Not Working,no secondary purpose,Unknown,Marjana Mirzoyan
631,KZ_13.jpg,10/06/2023,Kanaker-Zeytun,Sevak Street,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
632,KZ_130.jpg,10/29/23,Kanaker-Zeytun,Fanarjian Str.,no valve,2.951,no secondary purpose,Unknown,Marjana Mirzoyan
633,KZ_131.jpg,10/29/23,Kanaker-Zeytun,Fanarjian Str.,no valve,Not Working,no secondary purpose,Unknown,Marjana Mirzoyan
634,KZ_132.jpg,10/29/23,Kanaker-Zeytun,Karapet Ulnetsi 2nd Deadlock,no valve,3.28,no secondary purpose,Unknown,Marjana Mirzoyan
635,KZ_133.jpg,10/29/23,Kanaker-Zeytun,Minas Avetisyan 4th Str.,no valve,4.32,no secondary purpose,Unknown,Marjana Mirzoyan
636,KZ_14.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,2.4,No secondary purpose,Unknown,Meri Grigoryan
637,KZ_15.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,4.1,No secondary purpose,Unknown,Meri Grigoryan
638,KZ_16.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
639,KZ_17.jpg,10/06/2023,Kanaker-Zeytun,Shovroyan Street,no valve,0.8,No secondary purpose,Unknown,Sofia Aleksanyan
640,KZ_18.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,5.6,No secondary purpose,Unknown,Sofia Aleksanyan
641,KZ_19.jpg,10/06/2023,Kanaker-Zeytun,Avetis Aharonyan Street,no valve,4,No secondary purpose,Unknown,Sofia Aleksanyan
642,KZ_2.jpg,9/29/2023,Kanaker-Zeytun,Davit Anhaght,no valve,2.82,No secondary purpose,Unknown,Meri Grigoryan
643,KZ_20.jpg,10/06/2023,Kanaker-Zeytun,Avetis Aharonyan Street,no valve,3.6,No secondary purpose,Unknown,Sofia Aleksanyan
644,KZ_21.jpg,10/06/2023,Kanaker-Zeytun,Avetis Aharonyan Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
645,KZ_22.jpg,10/06/2023,Kanaker-Zeytun,Dro Street,no valve,1.6,No secondary purpose,Unknown,Sofia Aleksanyan
646,KZ_23.jpg,10/06/2023,Kanaker-Zeytun,Dro Street,no valve,8.6,No secondary purpose,Unknown,Sofia Aleksanyan
647,KZ_24.jpg,10/06/2023,Kanaker-Zeytun,Dro Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
648,KZ_25.jpg,10/06/2023,Kanaker-Zeytun,Vahe Vahanyan Street,no valve,4.2,No secondary purpose,2020,Sofia Aleksanyan
649,KZ_26.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,3,No secondary purpose,Unknown,Meri Grigoryan
650,KZ_27.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,5.1,No secondary purpose,Unknown,Meri Grigoryan
651,KZ_28jpg.,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
652,KZ_29.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,1.8,No secondary purpose,Unknown,Meri Grigoryan
653,KZ_3.jpg,9/29/2023,Kanaker-Zeytun,Davit Anhaght,no valve,2.1,No secondary purpose,Unknown,Meri Grigoryan
654,KZ_30.jpg,10/13/2023,Kanaker-Zeytun,Meliq Meliqyan Street,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
655,KZ_31.jpg,10/13/2023,Kanaker-Zeytun,Meliq Meliqyan Street,no valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
656,KZ_32.jpg,10/13/2023,Kanaker-Zeytun,Kanaker 15th Street,no valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
657,KZ_33.jpg,10/13/2023,Kanaker-Zeytun,Meliq Meliqyan Street,no valve,2 heads 3.9 and 2.4,No secondary purpose,Unknown,Meri Grigoryan
658,KZ_34.jpg,10/13/2023,Kanaker-Zeytun,Meliq Meliqyan Street,no valve,2.1,No secondary purpose,Unknown,Meri Grigoryan
659,KZ_35.jpg,10/13/2023,Kanaker-Zeytun,Meliq Meliqyan Street,no valve,3.4,No secondary purpose,Unknown,Meri Grigoryan
660,KZ_36.jpg,10/13/2023,Kanaker-Zeytun,Kanaker 14th Street,no valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
661,KZ_38.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,5.1,No secondary purpose,Unknown,Meri Grigoryan
662,KZ_39.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,with a broken valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
663,KZ_4.jpg,9/29/2023,Kanaker-Zeytun,Davit Anhaght,no valve,2.9,No secondary purpose,Unknown,Sofia Aleksanyan
664,KZ_40.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,1.2,No secondary purpose,Unknown,Meri Grigoryan
665,KZ_41.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,2.4,No secondary purpose,Unknown,Meri Grigoryan
666,KZ_42.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,3.2,No secondary purpose,Unknown,Sofia Aleksanyan
667,KZ_43.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,1.56,No secondary purpose,Unknown,Sofia Aleksanyan
668,KZ_44.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,2.2,No secondary purpose,Unknown,Sofia Aleksanyan
669,KZ_45.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
670,KZ_46.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,2.4,No secondary purpose,Unknown,Sofia Aleksanyan
671,KZ_47.jpg,10/13/2023,Kanaker-Zeytun,Fanarjyan Street,no valve,"3 heads, 1.3x2.5",No secondary purpose,Unknown,Sofia Aleksanyan
672,KZ_48.jpg,10/13/2023,Kanaker-Zeytun,Fanarjyan Street,no valve,2.6,No secondary purpose,Unknown,Sofia Aleksanyan
673,KZ_49.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
674,KZ_50.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,no valve,1.8,No secondary purpose,Unknown,Sofia Aleksanyan
675,KZ_51.jpg,10/13/2023,Kanaker-Zeytun,Fanarjyan Street,no valve,2.3,No secondary purpose,2020-2021,Sofia Aleksanyan
676,KZ_52.jpg,10/13/2023,Kanaker-Zeytun,Fanarjyan Street,no valve,3.2,No secondary purpose,Unknown,Sofia Aleksanyan
677,KZ_53.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,with a broken valve,1.9,No secondary purpose,Unknown,Sofia Aleksanyan
678,KZ_54.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,with valve,-,No secondary purpose,Unknown,Sofia Aleksanyan
679,KZ_55.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,no valve,2.05,No secondary purpose,Unknown,Sofia Aleksanyan
680,KZ_56.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,no valve,2.1,No secondary purpose,Unknown,Sofia Aleksanyan
681,KZ_57.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,no valve,2.3,No secondary purpose,Unknown,Sofia Aleksanyan
682,KZ_58.jpg,10/13/2023,Kanaker-Zeytun,Ezras Hasratyan Street,with valve,-,No secondary purpose,Unknown,Sofia Aleksanyan
683,KZ_59.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,with valve,-,No secondary purpose,1968,Meri Grigoryan
684,KZ_6.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,3.42,No secondary purpose,Unknown,Meri Grigoryan
685,KZ_60.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,3.4,No secondary purpose,Unknown,Meri Grigoryan
686,KZ_61.jpg,10/23/2023,Kanaker-Zeytun,Azatutyan Avenue,no valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
687,KZ_62.jpg,10/23/2023,Kanaker-Zeytun,Azatutyan Avenue,with valve,-,No secondary purpose,Unknown,Meri Grigoryan
688,KZ_64.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,2.9,No secondary purpose,Unknown,Meri Grigoryan
689,KZ_65.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,2.2,No secondary purpose,Unknown,Meri Grigoryan
690,KZ_66.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,1.28,No secondary purpose,1995,Meri Grigoryan
691,KZ_67.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,3.2,No secondary purpose,Unknown,Meri Grigoryan
692,KZ_68.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,with a broken valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
693,KZ_69.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,with valve,-,No secondary purpose,2021,Meri Grigoryan
694,KZ_7.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,1.7,No secondary purpose,Unknown,Meri Grigoryan
695,KZ_70.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,3.13,No secondary purpose,Unknown,Meri Grigoryan
696,KZ_71.jpg,10/23/2023,Kanaker-Zeytun,Avetis Aharonyan Street,no valve,5.05,No secondary purpose,2005,Meri Grigoryan
697,KZ_72.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,1.2,No secondary purpose,Unknown,Meri Grigoryan
698,KZ_73.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,Not working,No secondary purpose,Unknown,Meri Grigoryan
699,KZ_74.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,1.9,No secondary purpose,Unknown,Meri Grigoryan
700,KZ_76.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,3 liter (2 heads),No secondary purpose,Unknown,Meri Grigoryan
701,KZ_77.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,1.9,No secondary purpose,Unknown,Meri Grigoryan
702,KZ_78.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,4.9,No secondary purpose,2020,Sofia Aleksanyan
703,KZ_79.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,5.2,No secondary purpose,Unknown,Sofia Aleksanyan
704,KZ_8.jpg,10/06/2023,Kanaker-Zeytun,Rubinyants Street,no valve,1.57,No secondary purpose,Unknown,Meri Grigoryan
705,KZ_80.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
706,KZ_81.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,3.7,No secondary purpose,Unknown,Sofia Aleksanyan
707,KZ_82.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,with valve,-,No secondary purpose,Unknown,Sofia Aleksanyan
708,KZ_83.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,4.48,No secondary purpose,Unknown,Sofia Aleksanyan
709,KZ_85.jpg,10/23/2023,Kanaker-Zeytun,Karapet Ulneci Street,no valve,5.24,No secondary purpose,Unknown,Sofia Aleksanyan
710,KZ_86.jpg,10/23/2023,Kanaker-Zeytun,Karapet Ulneci Street,with valve,-,No secondary purpose,Unknown,Sofia Aleksanyan
711,KZ_87.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,1.145,No secondary purpose,Unknown,Sofia Aleksanyan
712,KZ_88.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,1.145,No secondary purpose,Unknown,Sofia Aleksanyan
713,KZ_89.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,3.32,No secondary purpose,Unknown,Sofia Aleksanyan
714,KZ_9.jpg,10/06/2023,Kanaker-Zeytun,Raynis Street,no valve,3.9,No secondary purpose,Unknown,Meri Grigoryan
715,KZ_90.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
716,KZ_91.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,with valve,-,No secondary purpose,Unknown,Sofia Aleksanyan
717,KZ_92.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,3.17,No secondary purpose,Unknown,Sofia Aleksanyan
718,KZ_93.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,Not working,No secondary purpose,Unknown,Sofia Aleksanyan
719,KZ_94.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,4.34,No secondary purpose,Unknown,Sofia Aleksanyan
720,KZ_95.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,1.91,No secondary purpose,Unknown,Sofia Aleksanyan
721,KZ_96.jpg,10/23/2023,Kanaker-Zeytun,Karapet Ulneci Street,no valve,6.7,No secondary purpose,Unknown,Sofia Aleksanyan
722,KZ_97.jpg,10/23/2023,Kanaker-Zeytun,Karapet Ulneci Street,no valve,3.3,No secondary purpose,Unknown,Sofia Aleksanyan
723,KZ_98.jpg,10/29/23,Kanaker-Zeytun,Minas Avetisyan Str.,no valve,"2 heads, 2.17 each",no secondary purpose,Unknown,Marjana Mirzoyan
724,KZ_99.jpg,10/29/23,Kanaker-Zeytun,Avetis Aharonyan Str.,no valve,3,no secondary purpose,Unknown,Marjana Mirzoyan
725,NM_13.JPG,10/15/2023,Nork-Marash,Aytsemnik Urartu street,no valve,1.2,no secondary purpose,Unknown,Alla Basentsyan
726,NM_14.JPG,10/15/2023,Nork-Marash,Aytsemnik Urartu street,no valve,5.04,no secondary purpose,Unknown,Alla Basentsyan
727,NM_16.JPG,10/15/2023,Nork-Marash,Buzhashkhatokhner street,no valve,2.28,no secondary purpose,Unknown,Alla Basentsyan
728,NM_17.JPG,10/15/2023,Nork-Marash,Buzhashkhatokhner street,no valve,3.6,no secondary purpose,Unknown,Alla Basentsyan
729,NM_18.JPG,10/15/2023,Nork-Marash,Nork 7th street 1st lane,no valve,0.7,no secondary purpose,Unknown,Alla Basentsyan
730,NM_20.JPG,10/15/2023,Nork-Marash,Garegin Hovsepyan street,no valve,4.2,no secondary purpose,Unknown,Alla Basentsyan
731,NM_22.JPG,10/15/2023,Nork-Marash,"Armenak Armenakyan street, St. Mary church",no valve,4.8,no secondary purpose,Unknown,Alla Basentsyan
732,NM_3.JPG,10/01/2023,Nork-Marash,Nork Pass,no valve,4.8,No secondary purpose,Unknown,Alla Basentsyan
733,NM_4.JPG,10/01/2023,Nork-Marash,Nork 5th Street,no valve,1.2,No secondary purpose,Unknown,Alla Basentsyan 
734,NM_7.JPG,10/15/2023,Nork-Marash,Nork 2nd street,no valve,2.4,no secondary purpose,Unknown,Alla Basentsyan
735,NM_8.JPG,10/15/2023,Nork-Marash,Ara Harutyunyan street,with valve,,no secondary purpose,Unknown,Alla Basentsyan
736,NM_9.JPG,10/15/2023,Nork-Marash,Lusine Zakaryan street,not working,,no secondary purpose,Unknown,Alla Basentsyan
737,NN_10.JPG,10/15/2023,Nor Nork,Artem Mikoyan Street,no valve,2,No secondary purpose,Unknown,Davit Barseghyan
738,NN_11.JPG,10/15/2023,Nor Nork,Marr Street,no valve,2.1,No secondary purpose,Unknown,Davit Barseghyan
739,NN_13.JPG,10/15/2023,Nor Nork,Lyovyan Street,no valve,2.6,No secondary purpose,Unknown,Davit Barseghyan
740,NN_16.JPG,10/15/2023,Nor Nork,Moldovakan Street,no valve,2.5,No secondary purpose,Unknown,Davit Barseghyan
741,NN_17.JPG,10/16/2023,Nor Nork,Gai Avenue,no valve,3.05,No secondary purpose,Unknown,Davit Barseghyan
742,NN_19.JPG,10/18/2023,Nor Nork,Moldovakan Street,no valve,4,No secondary purpose,Unknown,Davit Barseghyan
743,NN_2.jpg,10/01/2023,Nor Nork,Mikoyan Street,no valve,2.7,No secondary purpose,Unknown,Davit Barseghyan
744,NN_20.JPG,10/19/2023,Nor Nork,Moldovakan Street,no valve,1.95,No secondary purpose,Unknown,Davit Barseghyan
745,NN_21.JPG,10/20/2023,Nor Nork,Gai Avenue,with a broken valve,3.25,No secondary purpose,Unknown,Davit Barseghyan
746,NN_22.JPG,10/21/2023,Nor Nork,Gai Avenue,no valve,2.1,No secondary purpose,Unknown,Davit Barseghyan
747,NN_23.JPG,10/22/2023,Nor Nork,Gai Avenue,with valve,2,No secondary purpose,Unknown,Davit Barseghyan
748,NN_24.JPG,10/23/2023,Nor Nork,Gai Avenue,no valve,2.4,No secondary purpose,Unknown,Davit Barseghyan
749,NN_25.JPG,10/24/2023,Nor Nork,Artem Mikoyan Street,no valve,2,No secondary purpose,Unknown,Mher Khanoyan
750,NN_26.JPG,10/25/2023,Nor Nork,Artem Mikoyan Street,no valve,3,No secondary purpose,Unknown,Mher Khanoyan
751,NN_27.JPG,10/26/2023,Nor Nork,Artem Mikoyan Street,no valve,1.85,No secondary purpose,Unknown,Mher Khanoyan
752,NN_28.JPG,10/27/2023,Nor Nork,Ashot Hovhannisyan Street,with valve,2.65,No secondary purpose,Unknown,Mher Khanoyan
753,NN_29.JPG,10/28/2023,Nor Nork,Ashot Hovhannisyan Street,no valve,2.3,No secondary purpose,Unknown,Mher Khanoyan
754,NN_3.jpg,10/01/2023,Nor Nork,Galshoyan Street,no valve,2.2,No secondary purpose,Unknown,Davit Barseghyan
755,NN_30.JPG,10/29/2023,Nor Nork,Ashot Hovhannisyan Street,no valve,3.25,No secondary purpose,Unknown,Mher Khanoyan
756,NN_31.JPG,10/30/2023,Nor Nork,Ashot Hovhannisyan Street,no valve,4.2,No secondary purpose,Unknown,Mher Khanoyan
757,NN_32.JPG,10/31/2023,Nor Nork,"Totovents Street, 7",no valve,2.2,No secondary purpose,Unknown,Inessa Minasyan
758,NN_33.JPG,10/31/2023,Nor Nork,"Totovents Street, 11",no valve,2.9,No secondary purpose,Unknown,Inessa Minasyan
